chr	st	en	SM-7LV7V_1	SM-7LV7V_2	SM-7LV7W_1	SM-7LV7W_2	SM-7LV7X_1	SM-7LV7X_2	SM-7LV7Y_1	SM-7LV7Y_2	SM-7LV7Z_1	SM-7LV7Z_2	SM-7LV81_1	SM-7LV81_2	SM-7LV82_1	SM-7LV82_2	SM-7LV83_1	SM-7LV83_2	SM-7LV84_1	SM-7LV84_2	SM-7LV85_1	SM-7LV85_2	SM-7LV86_1	SM-7LV86_2	SM-7LV87_1	SM-7LV87_2	SM-7LV88_1	SM-7LV88_2	SM-7LV89_1	SM-7LV89_2	SM-7LV8A_1	SM-7LV8A_2	SM-7LV8B_1	SM-7LV8B_2	SM-7LV8C_1	SM-7LV8C_2	SM-7LV8D_1	SM-7LV8D_2
Pf3D7_05_v3	573000	573500	gain	NA	gain	gain	gain	NA	NA	NA	gain	gain	gain	gain	gain	gain	gain	gain	gain	gain	gain	NA	gain	gain	NA	gain	gain	gain	gain	gain	gain	gain	gain	gain	gain	NA	gain	gain
Pf3D7_05_v3	586000	586500	gain	NA	gain	gain	gain	NA	NA	NA	gain	gain	gain	gain	gain	gain	gain	gain	gain	gain	gain	NA	gain	gain	NA	gain	gain	gain	gain	gain	gain	gain	gain	gain	gain	NA	gain	gain
Pf3D7_05_v3	591000	591500	gain	NA	gain	gain	gain	NA	NA	NA	gain	gain	gain	gain	gain	gain	gain	gain	gain	gain	gain	NA	gain	gain	NA	gain	gain	gain	gain	gain	gain	gain	gain	gain	gain	NA	gain	gain
Pf3D7_05_v3	595500	596000	gain	NA	gain	gain	gain	NA	NA	NA	gain	gain	gain	gain	gain	gain	gain	gain	gain	gain	NA	NA	gain	gain	NA	gain	gain	gain	gain	gain	gain	gain	gain	gain	gain	NA	gain	gain
Pf3D7_05_v3	614500	615000	gain	NA	gain	gain	gain	NA	NA	gain	gain	gain	gain	gain	NA	gain	gain	gain	gain	gain	gain	NA	gain	NA	gain	gain	gain	gain	gain	gain	gain	gain	gain	gain	gain	NA	gain	gain
Pf3D7_05_v3	614500	615500	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	gain	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Pf3D7_05_v3	631000	631500	NA	NA	NA	NA	NA	NA	NA	NA	NA	gain	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	gain	NA	NA	NA	NA	NA
Pf3D7_05_v3	635000	635500	gain	NA	gain	gain	gain	NA	NA	NA	gain	gain	gain	gain	gain	gain	gain	gain	gain	gain	gain	NA	gain	gain	NA	gain	gain	gain	gain	gain	gain	gain	gain	gain	gain	NA	gain	gain
Pf3D7_05_v3	650500	651000	gain	NA	gain	gain	gain	NA	NA	NA	gain	gain	gain	gain	gain	gain	gain	gain	gain	gain	NA	NA	gain	gain	NA	gain	gain	gain	gain	gain	gain	gain	gain	gain	gain	NA	gain	gain
Pf3D7_05_v3	667000	667500	gain	NA	gain	gain	gain	NA	NA	NA	gain	gain	gain	gain	NA	NA	gain	gain	gain	gain	NA	NA	gain	gain	NA	gain	NA	gain	gain	gain	gain	gain	gain	gain	gain	NA	NA	NA
Pf3D7_05_v3	683500	684500	gain	NA	gain	NA	gain	NA	NA	gain	gain	gain	gain	gain	gain	gain	gain	gain	gain	gain	gain	NA	gain	gain	gain	gain	gain	gain	gain	gain	gain	gain	gain	gain	gain	NA	gain	gain
Pf3D7_05_v3	684000	684500	NA	NA	NA	gain	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Pf3D7_05_v3	729000	729500	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	gain	gain	NA	NA	NA	gain	NA	NA	gain	NA	NA	NA	NA	NA	NA	NA
Pf3D7_05_v3	731000	731500	gain	NA	gain	gain	gain	NA	gain	gain	gain	gain	gain	gain	gain	gain	gain	gain	gain	gain	gain	gain	gain	gain	gain	gain	gain	gain	gain	gain	gain	gain	gain	gain	gain	NA	gain	gain
Pf3D7_05_v3	738000	740500	gain	NA	NA	NA	NA	NA	NA	NA	NA	NA	gain	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Pf3D7_05_v3	745500	746000	gain	NA	gain	gain	gain	NA	gain	gain	gain	gain	gain	gain	gain	gain	gain	gain	gain	gain	gain	gain	gain	gain	gain	gain	gain	gain	gain	gain	gain	gain	gain	gain	gain	NA	gain	gain
Pf3D7_05_v3	767000	767500	gain	NA	NA	NA	NA	NA	NA	NA	NA	gain	gain	gain	gain	gain	gain	NA	gain	NA	NA	NA	gain	NA	NA	NA	NA	NA	NA	NA	gain	NA	gain	gain	NA	NA	NA	NA
Pf3D7_05_v3	791000	791500	gain	NA	gain	gain	gain	NA	NA	NA	gain	gain	gain	gain	gain	gain	gain	gain	gain	gain	gain	NA	gain	gain	NA	gain	gain	NA	gain	gain	gain	gain	gain	gain	gain	NA	gain	gain
Pf3D7_05_v3	793000	793500	gain	NA	gain	gain	gain	NA	NA	NA	gain	gain	gain	gain	gain	gain	gain	gain	gain	gain	gain	NA	gain	gain	NA	gain	gain	NA	gain	gain	gain	gain	gain	gain	gain	NA	gain	gain
Pf3D7_05_v3	821000	821500	gain	NA	gain	gain	gain	NA	NA	NA	gain	gain	gain	gain	gain	gain	gain	gain	gain	gain	gain	NA	gain	gain	NA	gain	gain	NA	gain	gain	gain	gain	gain	gain	gain	NA	gain	gain
Pf3D7_05_v3	882000	882500	gain	NA	gain	gain	gain	gain	gain	gain	gain	gain	gain	gain	gain	gain	gain	gain	gain	gain	gain	gain	gain	gain	gain	gain	gain	NA	gain	gain	gain	gain	gain	gain	gain	NA	gain	gain
Pf3D7_05_v3	942000	942500	gain	NA	gain	gain	NA	NA	NA	NA	gain	gain	gain	gain	gain	gain	gain	NA	gain	NA	NA	NA	gain	gain	NA	gain	NA	NA	gain	NA	gain	gain	gain	gain	NA	NA	NA	NA
Pf3D7_05_v3	993500	994000	gain	NA	gain	gain	gain	NA	gain	gain	gain	gain	gain	gain	gain	gain	gain	gain	gain	gain	gain	gain	gain	gain	gain	gain	gain	NA	gain	gain	gain	gain	gain	gain	gain	NA	gain	gain
Pf3D7_05_v3	1034000	1034500	gain	NA	gain	gain	gain	NA	NA	NA	gain	gain	gain	gain	gain	gain	gain	gain	gain	gain	gain	NA	gain	gain	NA	gain	gain	NA	gain	gain	gain	gain	gain	gain	gain	NA	gain	gain
Pf3D7_05_v3	1040500	1041000	gain	NA	gain	gain	gain	NA	NA	NA	gain	gain	gain	gain	gain	gain	gain	gain	gain	gain	gain	NA	gain	gain	NA	gain	gain	NA	gain	gain	gain	gain	gain	gain	gain	NA	gain	gain
Pf3D7_05_v3	1083000	1083500	gain	NA	gain	gain	gain	NA	NA	NA	gain	gain	gain	gain	gain	gain	gain	gain	gain	gain	gain	NA	gain	gain	NA	gain	gain	NA	gain	gain	gain	gain	gain	gain	gain	NA	gain	gain
Pf3D7_05_v3	1089500	1090500	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	gain	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Pf3D7_05_v3	1090000	1090500	gain	NA	gain	gain	gain	NA	NA	gain	gain	gain	gain	gain	NA	gain	gain	gain	gain	gain	gain	NA	gain	gain	gain	gain	gain	NA	gain	gain	gain	gain	gain	gain	gain	NA	gain	gain
Pf3D7_05_v3	1095000	1095500	gain	NA	gain	gain	gain	NA	NA	NA	gain	gain	gain	gain	gain	gain	gain	gain	gain	gain	gain	NA	gain	gain	NA	gain	gain	NA	gain	gain	gain	gain	gain	gain	gain	NA	gain	gain
Pf3D7_05_v3	1103500	1104000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	gain	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Pf3D7_05_v3	1116000	1116500	gain	gain	gain	gain	gain	gain	gain	gain	gain	gain	gain	gain	gain	gain	gain	gain	gain	gain	gain	gain	gain	gain	gain	gain	gain	NA	gain	gain	gain	gain	gain	gain	gain	gain	gain	gain
Pf3D7_05_v3	1120000	1120500	gain	NA	gain	gain	gain	NA	NA	NA	gain	gain	gain	gain	gain	gain	gain	gain	gain	gain	gain	NA	gain	gain	NA	gain	gain	NA	gain	gain	gain	gain	gain	gain	gain	NA	gain	gain
Pf3D7_05_v3	1123500	1124000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	gain	gain	NA	NA	NA	NA
Pf3D7_05_v3	1140000	1140500	NA	NA	gain	gain	gain	NA	NA	NA	gain	gain	gain	gain	gain	gain	gain	gain	gain	gain	gain	NA	gain	gain	NA	gain	gain	NA	gain	gain	gain	gain	gain	gain	gain	NA	gain	gain
Pf3D7_05_v3	1140000	1141000	gain	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Pf3D7_05_v3	1145500	1146500	gain	NA	NA	NA	NA	NA	NA	NA	NA	gain	gain	gain	NA	gain	gain	NA	gain	NA	NA	NA	NA	gain	NA	NA	NA	NA	NA	NA	gain	NA	gain	NA	NA	NA	gain	NA
Pf3D7_05_v3	1213000	1213500	gain	NA	gain	gain	gain	NA	NA	NA	gain	gain	gain	gain	gain	gain	gain	gain	gain	gain	gain	NA	gain	gain	NA	gain	gain	NA	gain	gain	gain	gain	gain	gain	gain	NA	gain	gain
Pf3D7_05_v3	1220500	1221000	gain	NA	gain	gain	gain	NA	NA	gain	gain	gain	gain	gain	gain	gain	gain	gain	gain	gain	gain	gain	gain	gain	gain	gain	gain	NA	gain	gain	gain	gain	gain	gain	gain	NA	gain	gain
Pf3D7_05_v3	1323500	1336500	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	gain	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Pf3D7_06_v3	54500	60000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	gain	NA	NA	NA	NA
Pf3D7_06_v3	57000	60000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	gain
Pf3D7_06_v3	281500	282000	NA	NA	NA	NA	NA	gain	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	gain	NA	NA	NA	NA	NA	NA	NA	gain	NA	NA	NA	NA	NA	NA	NA	NA	NA
Pf3D7_06_v3	288000	288500	NA	NA	NA	NA	NA	gain	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	gain	NA	NA	NA	NA	NA	NA	NA	gain	NA	NA	NA	NA	NA	NA	NA	NA	NA
Pf3D7_06_v3	299500	300000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	gain	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Pf3D7_06_v3	306000	306500	NA	NA	NA	NA	NA	gain	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	gain	NA	NA	NA	NA	NA	NA	NA	gain	NA	NA	NA	NA	NA	NA	NA	NA	NA
Pf3D7_06_v3	335500	336000	NA	NA	NA	NA	NA	gain	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	gain	NA	NA	NA	NA	NA	NA	NA	gain	NA	NA	NA	NA	NA	NA	NA	NA	NA
Pf3D7_06_v3	347500	348000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	gain	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Pf3D7_06_v3	396000	396500	NA	NA	NA	NA	NA	gain	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	gain	NA	NA	NA	NA	NA	NA	NA	gain	NA	gain	NA	NA	NA	NA	NA	NA	NA
Pf3D7_06_v3	399500	400000	gain	NA	NA	NA	NA	gain	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	gain	NA	gain	gain	gain	gain	gain	gain	gain	gain	gain	gain	gain	gain	gain	NA	NA	NA
Pf3D7_06_v3	450500	451000	NA	NA	NA	NA	NA	gain	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	gain	NA	NA	NA	NA	NA	NA	NA	gain	NA	gain	NA	NA	NA	NA	NA	NA	NA
Pf3D7_06_v3	502000	502500	NA	NA	NA	NA	NA	gain	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	gain	NA	NA	NA	NA	NA	NA	NA	gain	NA	NA	NA	NA	NA	NA	NA	NA	NA
Pf3D7_06_v3	512000	512500	NA	NA	NA	NA	NA	gain	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	gain	NA	NA	NA	NA	NA	NA	NA	gain	NA	NA	NA	NA	NA	NA	NA	NA	NA
Pf3D7_06_v3	530500	531000	NA	NA	NA	NA	NA	gain	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	gain	NA	NA	NA	NA	NA	NA	NA	gain	NA	NA	NA	NA	NA	NA	NA	NA	NA
Pf3D7_06_v3	577500	578000	NA	NA	NA	NA	NA	gain	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	gain	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Pf3D7_06_v3	622000	622500	NA	NA	NA	NA	NA	gain	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	gain	NA	NA	NA	NA	NA	NA	NA	gain	NA	NA	NA	NA	NA	NA	NA	NA	NA
Pf3D7_06_v3	684000	685000	gain	NA	NA	NA	NA	gain	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	gain	NA	gain	NA	NA	NA	gain	NA	gain	NA	gain	NA	NA	NA	NA	NA	NA	NA
Pf3D7_06_v3	726000	742000	NA	loss	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Pf3D7_06_v3	728000	741500	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	loss	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Pf3D7_06_v3	728000	742000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	loss	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Pf3D7_06_v3	729000	740500	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	loss	loss	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Pf3D7_06_v3	729000	741500	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	loss	NA	NA	NA	NA	NA	NA	NA	NA	NA
Pf3D7_06_v3	729000	742000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	loss	NA	NA	loss	NA	NA	loss	loss	loss	NA	NA	NA	NA	NA	NA
Pf3D7_06_v3	731000	742000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	loss	loss	loss	loss	loss	loss
Pf3D7_06_v3	732000	742000	NA	NA	loss	NA	loss	loss	loss	loss	loss	loss	loss	loss	loss	NA	NA	loss	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Pf3D7_06_v3	732500	742000	NA	NA	NA	loss	NA	NA	NA	NA	NA	NA	NA	NA	NA	loss	NA	NA	loss	loss	loss	loss	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Pf3D7_06_v3	733000	742000	loss	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	loss	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Pf3D7_06_v3	796000	796500	NA	NA	NA	NA	NA	gain	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	gain	NA	NA	NA	NA	NA	NA	NA	gain	NA	NA	NA	NA	NA	NA	NA	NA	NA
Pf3D7_06_v3	834000	834500	NA	NA	NA	NA	NA	gain	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	gain	NA	NA	NA	NA	NA	NA	NA	gain	NA	NA	NA	NA	NA	NA	NA	NA	NA
Pf3D7_06_v3	853000	853500	NA	NA	NA	NA	NA	gain	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	gain	NA	NA	NA	NA	NA	NA	NA	gain	NA	NA	NA	NA	NA	NA	NA	NA	NA
Pf3D7_06_v3	862000	862500	NA	NA	NA	NA	NA	gain	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	gain	NA	NA	NA	NA	NA	NA	NA	gain	NA	NA	NA	NA	NA	NA	NA	NA	NA
Pf3D7_06_v3	871000	871500	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	gain	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Pf3D7_06_v3	906000	906500	NA	NA	NA	NA	NA	gain	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	gain	NA	NA	NA	NA	NA	NA	NA	gain	NA	gain	NA	NA	NA	NA	NA	NA	NA
Pf3D7_06_v3	932500	933000	NA	NA	NA	NA	NA	gain	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	gain	NA	NA	NA	NA	NA	NA	NA	gain	NA	gain	NA	NA	NA	NA	NA	NA	NA
Pf3D7_06_v3	938500	939000	NA	NA	NA	NA	NA	gain	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	gain	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Pf3D7_06_v3	942500	943500	gain	gain	NA	NA	gain	gain	gain	gain	NA	gain	NA	NA	NA	gain	NA	NA	gain	gain	gain	NA	gain	gain	gain	gain	gain	gain	gain	gain	gain	gain	gain	gain	gain	gain	gain	NA
Pf3D7_06_v3	955000	955500	NA	NA	NA	NA	NA	gain	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	gain	NA	NA	NA	NA	NA	NA	NA	gain	NA	gain	NA	NA	NA	NA	NA	NA	NA
Pf3D7_06_v3	992000	992500	NA	NA	NA	NA	NA	gain	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	gain	NA	NA	NA	NA	NA	NA	NA	gain	NA	gain	NA	NA	NA	NA	NA	NA	NA
Pf3D7_06_v3	1018000	1018500	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	gain	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Pf3D7_06_v3	1026000	1026500	NA	NA	NA	NA	NA	gain	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	gain	NA	NA	NA	NA	NA	NA	NA	gain	NA	NA	NA	NA	NA	NA	NA	NA	NA
Pf3D7_06_v3	1117500	1118000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	gain	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Pf3D7_06_v3	1117500	1118500	NA	NA	NA	NA	NA	gain	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Pf3D7_06_v3	1302500	1311000	NA	NA	NA	NA	gain	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Pf3D7_06_v3	1311000	1354500	NA	NA	NA	NA	loss	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Pf3D7_06_v3	1406500	1416000	NA	NA	NA	NA	loss	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Pf3D7_07_v3	228500	229000	NA	NA	NA	gain	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	gain	NA	NA	NA	NA	NA	NA	NA	NA	NA	gain	NA	NA	NA	NA	gain	NA	NA	gain
Pf3D7_07_v3	302000	302500	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	gain	NA	NA	NA	NA	gain	NA	NA	gain
Pf3D7_07_v3	329500	330000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	gain	NA	NA	NA	NA	gain	NA	NA	gain
Pf3D7_07_v3	356500	357000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	gain	NA	NA	NA	NA	gain	NA	NA	gain
Pf3D7_07_v3	371000	372000	gain	NA	NA	gain	NA	gain	NA	NA	gain	NA	gain	NA	NA	NA	NA	NA	NA	gain	NA	NA	gain	NA	NA	NA	gain	gain	NA	gain	NA	NA	gain	gain	gain	NA	NA	gain
Pf3D7_07_v3	375000	375500	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	gain	NA	NA	NA	NA	NA	NA	NA	NA	NA	gain	NA	NA	NA	NA	gain	NA	NA	gain
Pf3D7_07_v3	404000	404500	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	gain	NA	NA	NA	NA	gain	NA	NA	gain
Pf3D7_07_v3	408500	409000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	gain	NA	NA	NA
Pf3D7_07_v3	455500	456000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	gain	NA	NA	NA	NA	gain	NA	NA	gain
Pf3D7_07_v3	508000	599000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	gain	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Pf3D7_07_v3	508500	509500	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	gain	NA	NA	NA	NA	NA	NA	NA	NA
Pf3D7_07_v3	508500	523500	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	gain	gain	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Pf3D7_07_v3	508500	525000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	gain	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Pf3D7_07_v3	511000	525500	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	gain	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Pf3D7_07_v3	511500	516500	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	gain	NA	NA	NA	NA	NA	NA	gain	NA	NA	NA	NA	NA	NA	NA	NA
Pf3D7_07_v3	512000	517000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	gain	NA	gain	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Pf3D7_07_v3	512000	521000	gain	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Pf3D7_07_v3	512000	532500	NA	gain	NA	NA	gain	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Pf3D7_07_v3	512500	516500	NA	NA	NA	gain	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Pf3D7_07_v3	512500	517000	NA	NA	NA	NA	NA	NA	NA	NA	gain	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Pf3D7_07_v3	513000	516500	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	gain	NA	NA	NA
Pf3D7_07_v3	513500	516000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	gain
Pf3D7_07_v3	521000	523500	loss	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
