chr	pos	vartype	varlen	vcomplex	STRtype	INDtype	DUST	STRP	STRE	alleles	call_rate	nuc_div	FDKDiscord	FDK2D4Incons	2D4Discord	2D4RefAbsent	FDKRefAbsent	coding	consequence	DD2FDKMAF
Pf3D7_09_v3	147395	SNP	1	0			0			2	1.0	0.516	0	0	0	0	0	coding	missense_variant	0.0
Pf3D7_09_v3	149416	SNP	1	0			0			2	1.0	0.516	0	0	0	0	0	coding	missense_variant	0.0
Pf3D7_09_v3	149526	SNP	1	0	STR		1	27	3.3	2	1.0	0.516	0	0	0	1	1	coding	missense_variant	0.0
Pf3D7_09_v3	149526	SNP	1	0	STR		1	27	3.3	2	1.0	0.516	0	0	0	1	1	coding	missense_variant	0.0
Pf3D7_09_v3	149532	SNP	1	0	STR		1	27	3.3	2	1.0	0.516	0	0	0	1	1	coding	synonymous_variant	0.0
Pf3D7_09_v3	149532	SNP	1	0	STR		1	27	3.3	2	1.0	0.516	0	0	0	1	1	coding	synonymous_variant	0.0
Pf3D7_09_v3	149535	SNP	1	0	STR		1	27	3.3	2	1.0	0.516	0	0	0	1	1	coding	missense_variant	0.0
Pf3D7_09_v3	149535	SNP	1	0	STR		1	27	3.3	2	1.0	0.516	0	0	0	1	1	coding	missense_variant	0.0
Pf3D7_09_v3	149541	SNP	1	0	STR		1	27	3.3	2	1.0	0.516	0	0	0	1	1	coding	synonymous_variant	0.0
Pf3D7_09_v3	149541	SNP	1	0	STR		1	27	3.3	2	1.0	0.516	0	0	0	1	1	coding	synonymous_variant	0.0
Pf3D7_09_v3	150690	SNP	1	0			0			2	1.0	0.516	0	0	0	1	1	intergenic		0.0
Pf3D7_09_v3	151188	INDEL	12	0.31	STR	TArep	0	2	9.0	2	1.0	0.516	0	0	0	1	1	intergenic		0.0
Pf3D7_09_v3	151585	INDEL	2	0.077		TArep	1			2	1.0	0.484	0	0	0	1	1	intergenic		0.0
Pf3D7_09_v3	151626	INDEL	-4	0.027	STR	polyA	1	2	21.0	2	1.0	0.516	0	0	0	1	1	intergenic		0.0
Pf3D7_09_v3	152271	SNP	1	0	STR		1	19	3.26	2	1.0	0.516	0	0	0	1	1	intergenic		0.0
Pf3D7_09_v3	152348	SNP	1	0			1			2	1.0	0.516	0	0	0	1	1	intergenic		0.0
Pf3D7_09_v3	152357	INDEL	2	0.077		TArep	1			2	1.0	0.516	0	0	0	1	1	intergenic		0.0
Pf3D7_09_v3	152359	SNP	1	0			1			2	1.0	0.516	0	0	0	1	1	intergenic		0.0
Pf3D7_09_v3	154721	SNP	1	0			1			2	1.0	0.516	0	0	0	1	1	coding	synonymous_variant	0.0
Pf3D7_09_v3	156473	SNP	1	0			0			2	1.0	0.516	0	0	0	1	1	coding	synonymous_variant	0.0
Pf3D7_09_v3	157982	SNP	1	0			0			2	1.0	0.516	0	0	0	1	1	coding	synonymous_variant	0.0
Pf3D7_09_v3	158401	SNP	1	0			0			2	1.0	0.516	0	0	0	0	0	coding	missense_variant	0.0
Pf3D7_09_v3	158833	SNP	1	0			0			2	1.0	0.516	0	0	0	0	0	coding	missense_variant	0.0
Pf3D7_09_v3	159227	SNP	1	0			0			2	1.0	0.516	0	0	0	0	0	coding	synonymous_variant	0.0
Pf3D7_09_v3	159290	SNP	1	0			0			2	1.0	0.516	0	0	0	0	0	coding	synonymous_variant	0.0
Pf3D7_09_v3	159733	INDEL	-8	0.027		TArep	1			2	1.0	0.516	0	0	0	0	0	intergenic		0.0
Pf3D7_09_v3	159854	SNP	1	0	STR		1	2	15.5	2	1.0	0.516	0	0	0	1	1	intergenic		0.0
Pf3D7_09_v3	159857	INDEL	-20	0.027	STR	TArep	1	2	15.5	2	1.0	0.516	0	0	0	1	1	intergenic		0.0
Pf3D7_09_v3	159936	SNP	1	0			1			2	1.0	0.516	0	0	0	0	0	intergenic		0.0
Pf3D7_09_v3	160156	SNP	1	0	STR		1	1	10.0	2	1.0	0.516	0	0	0	1	1	intergenic		0.0
Pf3D7_09_v3	160377	INDEL	-14	0.027		TArep	1			2	1.0	0.516	0	0	0	1	1	intergenic		0.0
Pf3D7_09_v3	160516	SNP	1	0			1			2	1.0	0.516	0	0	0	0	0	intergenic		0.0
Pf3D7_09_v3	160677	INDEL	-1	0.027	STR	polyA	1	4	6.5	2	1.0	0.516	0	0	0	0	0	intergenic		0.0
Pf3D7_09_v3	160690	SNP	1	0	STR		1	5	3.8	2	1.0	0.516	0	0	0	0	0	intergenic		0.0
Pf3D7_09_v3	161291	SNP	1	0			0			2	1.0	0.516	0	0	0	0	0	intergenic		0.0
Pf3D7_09_v3	161864	SNP	1	0			1			2	1.0	0.516	0	0	0	0	0	intergenic		0.0
Pf3D7_09_v3	162205	SNP	1	0			1			2	1.0	0.516	0	0	0	0	0	intergenic		0.0
Pf3D7_09_v3	162687	SNP	1	0			1			2	1.0	0.516	0	0	0	1	1	intergenic		0.0
Pf3D7_09_v3	163092	SNP	1	0			0			2	1.0	0.516	0	0	0	0	0	coding	synonymous_variant	0.0
Pf3D7_09_v3	163698	INDEL	3	0.103		TArich	1			2	1.0	0.516	0	0	0	0	0	coding	disruptive_inframe_insertion	0.0
Pf3D7_09_v3	163874	SNP	1	0			0			2	1.0	0.516	0	0	0	1	1	coding	missense_variant	0.0
Pf3D7_09_v3	164730	INDEL	-6	0.027	STR		1	12	3.92	2	1.0	0.516	0	0	0	1	1	coding	disruptive_inframe_deletion	0.0
Pf3D7_09_v3	165871	SNP	1	0			0			2	1.0	0.516	0	0	0	1	1	coding	missense_variant	0.0
Pf3D7_09_v3	167054	INDEL	-4	0.027		TArep	1			2	1.0	0.516	0	0	0	0	0	intergenic		0.0
Pf3D7_09_v3	169120	INDEL	6	0.171		TArep	1			2	1.0	0.516	0	0	0	1	1	intergenic		0.0
Pf3D7_09_v3	169331	INDEL	16	0.405		TArep	1			2	1.0	0.516	0	0	0	1	1	intergenic		0.0
Pf3D7_09_v3	169548	SNP	1	0	STR		1	1	13.0	2	1.0	0.516	0	0	0	0	0	intergenic		0.0
Pf3D7_09_v3	181094	SNP	1	0			0			2	1.0	0.516	0	0	0	0	0	coding	missense_variant	0.0
Pf3D7_09_v3	181438	INDEL	-6	0.027	STR	TArich	1	12	2.42	2	1.0	0.516	0	0	0	0	0	coding	inframe_deletion	0.0
Pf3D7_09_v3	181910	INDEL	-18	0.027	STR		1	18	2.44	2	1.0	0.516	0	0	0	1	1	coding	inframe_deletion	0.0
Pf3D7_09_v3	182521	SNP	1	0			0			2	1.0	0.516	0	0	0	0	0	coding	synonymous_variant	0.0
Pf3D7_09_v3	184870	INDEL	-39	0.027			1			2	1.0	0.516	0	0	0	1	1	intergenic		0.0
Pf3D7_09_v3	185101	INDEL	4	0.128		TArep	1			2	1.0	0.516	0	0	0	0	0	intergenic		0.0
Pf3D7_09_v3	185259	INDEL	1	0.051		polyA	1			2	1.0	0.516	0	0	0	1	1	intergenic		0.0
Pf3D7_09_v3	185513	INDEL	4	0.116		TArich	1			2	1.0	0.516	0	0	0	0	0	intergenic		0.0
Pf3D7_09_v3	185633	INDEL	-4	0.027		TArich	1			2	1.0	0.516	0	0	0	0	0	intergenic		0.0
Pf3D7_09_v3	185940	INDEL	4	0.125		TArich	1			2	1.0	0.516	0	0	0	0	0	intergenic		0.0
Pf3D7_09_v3	187127	INDEL	12	0.31		TArep	1			2	1.0	0.516	0	0	0	1	1	intergenic		0.0
Pf3D7_09_v3	189172	SNP	1	0			1			2	1.0	0.516	0	0	0	1	1	intergenic		0.0
Pf3D7_09_v3	189294	SNP	1	0			1			2	1.0	0.516	0	0	0	0	0	intergenic		0.0
Pf3D7_09_v3	189484	INDEL	-6	0.027		TArep	1			2	1.0	0.516	0	0	0	1	1	intergenic		0.0
Pf3D7_09_v3	189596	INDEL	-14	0.027		TArep	1			2	1.0	0.516	0	0	0	1	1	intergenic		0.0
Pf3D7_09_v3	189882	SNP	1	0			1			2	1.0	0.516	0	0	0	0	0	intergenic		0.0
Pf3D7_09_v3	190118	INDEL	-6	0.027		TArep	1			2	1.0	0.516	0	0	0	0	0	intergenic		0.0
Pf3D7_09_v3	190175	SNP	1	0	STR		1	7	3.57	2	1.0	0.121	0	0	0	1	1	intergenic		0.0
Pf3D7_09_v3	191276	INDEL	-8	0.027		TArep	1			2	1.0	0.516	0	0	0	1	1	intergenic		0.0
Pf3D7_09_v3	192299	SNP	1	0			1			2	1.0	0.516	0	0	0	1	1	coding	missense_variant	0.0
Pf3D7_09_v3	192347	INDEL	-18	0.027			1			2	1.0	0.516	0	0	0	1	1	coding	inframe_deletion	0.0
Pf3D7_09_v3	192669	INDEL	-6	0.027	STR		1	3	7.0	2	1.0	0.516	0	0	0	0	0	coding	disruptive_inframe_deletion	0.0
Pf3D7_09_v3	193745	INDEL	12	0.317		TArich	1			2	1.0	0.516	0	0	0	0	0	coding	inframe_insertion	0.0
Pf3D7_09_v3	195386	INDEL	6	0.175		TArep	1			2	1.0	0.516	1	0	1	0	0	intergenic		0.0
Pf3D7_09_v3	195524	INDEL	-24	0.027			1			2	1.0	0.516	0	0	0	1	1	intergenic		0.0
Pf3D7_09_v3	195841	INDEL	-2	0.027		polyA	1			2	1.0	0.516	0	0	0	0	0	intergenic		0.0
Pf3D7_09_v3	196324	INDEL	-4	0.027		TArep	1			2	1.0	0.516	0	0	0	1	1	intergenic		0.0
Pf3D7_09_v3	197156	INDEL	-18	0.027		TArep	1			2	1.0	0.516	0	0	0	0	0	intergenic		0.0
Pf3D7_09_v3	197459	SNP	1	0			0			2	1.0	0.516	0	0	0	1	1	intergenic		0.0
Pf3D7_09_v3	197729	SNP	1	0			0			2	1.0	0.516	0	0	0	0	0	intergenic		0.0
Pf3D7_09_v3	197783	INDEL	-8	0.027		TArep	1			2	1.0	0.516	0	0	0	1	1	intergenic		0.0
Pf3D7_09_v3	198331	SNP	1	0			0			2	1.0	0.516	0	0	0	1	1	coding	missense_variant	0.0
Pf3D7_09_v3	198685	INDEL	-2	0.027	STR	TArep	1	9	2.11	2	1.0	0.516	0	0	0	1	1	intergenic		0.0
Pf3D7_09_v3	199425	INDEL	-3	0.027			1			2	1.0	0.516	0	0	0	1	1	coding	inframe_deletion	0.0
Pf3D7_09_v3	199735	SNP	1	0			0			2	1.0	0.516	0	0	0	0	0	coding	synonymous_variant	0.0
Pf3D7_09_v3	200689	SNP	1	0			0			2	1.0	0.516	0	0	0	0	0	coding	synonymous_variant	0.0
Pf3D7_09_v3	202625	INDEL	3	0.103		TArich	1			2	1.0	0.516	0	0	0	0	0	coding	inframe_insertion	0.0
Pf3D7_09_v3	202903	SNP	1	0			0			2	1.0	0.516	0	0	0	1	1	coding	missense_variant	0.0
Pf3D7_09_v3	203070	SNP	1	0			0			2	1.0	0.516	0	0	0	1	1	coding	missense_variant	0.0
Pf3D7_09_v3	203167	SNP	1	0			0			2	1.0	0.516	0	0	0	1	1	coding	synonymous_variant	0.0
Pf3D7_09_v3	203179	SNP	1	0			0			2	1.0	0.516	0	0	0	1	1	coding	missense_variant	0.0
Pf3D7_09_v3	203308	SNP	1	0	STR		1	7	2.29	2	1.0	0.516	0	0	0	1	1	coding	synonymous_variant	0.0
Pf3D7_09_v3	203959	SNP	1	0			0			2	1.0	0.516	0	0	0	1	1	coding	synonymous_variant	0.0
Pf3D7_09_v3	215106	INDEL	6	0.167		TArich	1			2	1.0	0.516	0	0	0	0	0	coding	disruptive_inframe_insertion	0.0
Pf3D7_09_v3	216641	SNP	1	0	STR		1	3	4.67	2	1.0	0.516	0	0	0	1	1	coding	missense_variant	0.0
Pf3D7_09_v3	216644	SNP	1	0	STR		1	3	4.67	2	1.0	0.516	0	0	0	1	1	coding	missense_variant	0.0
Pf3D7_09_v3	216647	SNP	1	0	STR		1	3	4.67	2	1.0	0.516	0	0	0	1	1	coding	missense_variant	0.0
Pf3D7_09_v3	216653	SNP	1	0			1			2	1.0	0.516	0	0	0	1	1	coding	missense_variant	0.0
Pf3D7_09_v3	216656	SNP	1	0			1			2	1.0	0.516	0	0	0	1	1	coding	missense_variant	0.0
Pf3D7_09_v3	216659	SNP	1	0	STR		1	3	12.33	2	1.0	0.516	0	0	0	1	1	coding	missense_variant	0.0
Pf3D7_09_v3	216665	SNP	1	0	STR		1	3	12.33	2	1.0	0.516	0	0	0	1	1	coding	missense_variant	0.0
Pf3D7_09_v3	216704	SNP	1	0			0			2	1.0	0.516	0	0	0	0	0	coding	missense_variant	0.0
Pf3D7_09_v3	217814	INDEL	-4	0.027		TArep	1			2	1.0	0.516	0	0	0	0	0	intergenic		0.0
Pf3D7_09_v3	218033	INDEL	12	0.31		TArep	1			2	1.0	0.516	0	0	0	1	1	intergenic		0.0
Pf3D7_09_v3	218542	INDEL	-2	0.027		polyA	1			2	1.0	0.516	0	0	0	1	1	intergenic		0.0
Pf3D7_09_v3	219926	INDEL	5	0.154		TArep	1			2	1.0	0.516	0	0	0	1	1	intergenic		0.0
Pf3D7_09_v3	220206	INDEL	4	0.128		TArep	1			2	1.0	0.516	0	0	0	1	1	intergenic		0.0
Pf3D7_09_v3	222381	INDEL	12	0.31		TArich	1			2	1.0	0.516	0	0	0	0	0	intergenic		0.0
Pf3D7_09_v3	222436	INDEL	14	0.375		TArep	1			2	1.0	0.516	0	0	0	1	1	intergenic		0.0
Pf3D7_09_v3	222535	INDEL	4	0.122		TArep	1			2	1.0	0.516	0	0	0	0	0	intergenic		0.0
Pf3D7_09_v3	224688	SNP	1	0			1			2	1.0	0.516	0	0	0	1	1	intergenic		0.0
Pf3D7_09_v3	225429	INDEL	2	0.075	STR		1	2	11.0	2	1.0	0.516	0	0	0	1	1	intergenic		0.0
Pf3D7_09_v3	226444	INDEL	-9	0.027	STR		1	9	2.11	2	1.0	0.516	0	0	0	0	0	coding	inframe_deletion	0.0
Pf3D7_09_v3	228908	SNP	1	0			0			2	1.0	0.516	0	0	0	1	1	coding	synonymous_variant	0.0
Pf3D7_09_v3	231026	SNP	1	0			0			2	1.0	0.516	0	0	0	1	1	coding	synonymous_variant	0.0
Pf3D7_09_v3	231065	SNP	1	0			0			2	1.0	0.516	0	0	0	1	1	coding	missense_variant	0.0
Pf3D7_09_v3	232916	INDEL	12	0.317	STR	TArep	1	9	2.0	2	1.0	0.516	0	0	0	1	1	intergenic		0.0
Pf3D7_09_v3	233207	INDEL	-4	0.027		TArep	1			2	1.0	0.516	0	0	0	1	1	intergenic		0.0
Pf3D7_09_v3	233911	INDEL	-6	0.027		TArep	1			2	1.0	0.516	0	0	0	1	1	intergenic		0.0
Pf3D7_09_v3	234455	SNP	1	0	STR		1	2	16.0	2	1.0	0.516	0	0	0	1	1	intergenic		0.0
Pf3D7_09_v3	234456	SNP	1	0	STR		1	2	16.0	2	1.0	0.516	0	0	0	1	1	intergenic		0.0
Pf3D7_09_v3	234457	SNP	1	0	STR		1	2	16.0	2	1.0	0.516	0	0	0	1	1	intergenic		0.0
Pf3D7_09_v3	234459	SNP	1	0	STR		1	2	16.0	2	1.0	0.516	0	0	0	1	1	intergenic		0.0
Pf3D7_09_v3	234462	SNP	1	0			1			2	1.0	0.516	0	0	0	1	1	intergenic		0.0
Pf3D7_09_v3	234463	SNP	1	0			1			2	1.0	0.516	0	0	0	1	1	intergenic		0.0
Pf3D7_09_v3	234465	SNP	1	0			1			2	1.0	0.516	0	0	0	1	1	intergenic		0.0
Pf3D7_09_v3	234469	SNP	1	0			1			2	1.0	0.516	0	0	0	1	1	intergenic		0.0
Pf3D7_09_v3	234473	SNP	1	0			1			2	1.0	0.516	1	0	1	0	0	intergenic		0.0
Pf3D7_09_v3	234600	SNP	1	0			0			2	1.0	0.516	0	0	0	0	0	coding	synonymous_variant	0.0
Pf3D7_09_v3	236031	INDEL	5	0.15		TArep	1			2	1.0	0.0	0	0	0	1	1	intergenic		0.0
Pf3D7_09_v3	238834	INDEL	-6	0.027		TArich	1			2	1.0	0.516	0	0	0	1	1	coding	disruptive_inframe_deletion	0.0
Pf3D7_09_v3	241198	SNP	1	0			0			2	1.0	0.516	0	0	0	0	0	coding	missense_variant	0.0
Pf3D7_09_v3	243004	INDEL	-2	0.027		TArep	1			2	1.0	0.516	0	0	0	1	1	intergenic		0.0
Pf3D7_09_v3	243662	INDEL	-15	0.027	STR	TArep	1	11	2.45	2	1.0	0.516	0	0	0	1	1	intergenic		0.0
Pf3D7_09_v3	244855	INDEL	12	0.317		TArep	1			2	1.0	0.516	0	0	0	1	1	intergenic		0.0
Pf3D7_09_v3	247359	INDEL	6	0.171		TArich	1			2	1.0	0.516	0	0	0	0	0	coding	inframe_insertion	0.0
Pf3D7_09_v3	247948	SNP	1	0			0			2	1.0	0.516	0	0	0	0	0	coding	missense_variant	0.0
Pf3D7_09_v3	248283	INDEL	-3	0.027			0			2	1.0	0.516	0	0	0	1	1	coding	disruptive_inframe_deletion	0.0
Pf3D7_09_v3	248291	SNP	1	0			1			2	1.0	0.516	0	0	0	1	1	coding	missense_variant	0.0
Pf3D7_09_v3	248537	SNP	1	0			0			2	1.0	0.516	0	0	0	0	0	coding	synonymous_variant	0.0
Pf3D7_09_v3	248601	INDEL	-6	0.027		TArich	1			2	1.0	0.516	0	0	0	0	0	coding	disruptive_inframe_deletion	0.0
Pf3D7_09_v3	250051	SNP	1	0			1			2	1.0	0.516	0	0	0	1	1	intergenic		0.0
Pf3D7_09_v3	250609	INDEL	-6	0.027		TArep	1			2	1.0	0.516	0	0	0	0	0	intergenic		0.0
Pf3D7_09_v3	251408	SNP	1	0			0			2	1.0	0.516	0	0	0	0	0	coding	missense_variant	0.0
Pf3D7_09_v3	254036	SNP	1	0	STR		1	3	11.67	2	1.0	0.516	0	0	0	0	0	coding	missense_variant	0.0
Pf3D7_09_v3	254039	SNP	1	0	STR		1	3	11.67	2	1.0	0.516	0	0	0	1	1	coding	missense_variant	0.0
Pf3D7_09_v3	254042	SNP	1	0	STR		1	3	11.67	2	1.0	0.516	0	0	0	1	1	coding	missense_variant	0.0
Pf3D7_09_v3	254053	INDEL	3	0.1	STR		1	3	4.33	2	1.0	0.516	0	0	0	0	0	coding	disruptive_inframe_insertion	0.0
Pf3D7_09_v3	254306	SNP	1	0			0			2	1.0	0.516	0	0	0	1	1	coding	missense_variant	0.0
Pf3D7_09_v3	255856	SNP	1	0			0			2	1.0	0.516	0	0	0	0	0	coding	synonymous_variant	0.0
Pf3D7_09_v3	264750	INDEL	-18	0.027		TArich	1			2	1.0	0.516	0	0	0	0	0	coding	inframe_deletion	0.0
Pf3D7_09_v3	265060	INDEL	-3	0.027		TArich	1			2	1.0	0.516	0	0	0	1	1	coding	disruptive_inframe_deletion	0.0
Pf3D7_09_v3	265317	SNP	1	0			0			2	1.0	0.516	0	0	0	1	1	coding	missense_variant	0.0
Pf3D7_09_v3	266339	SNP	1	0			0			2	1.0	0.516	0	0	0	1	1	coding	missense_variant	0.0
Pf3D7_09_v3	270203	INDEL	2	0.075	STR	TArep	1	4	4.75	2	1.0	0.516	0	0	0	0	0	intergenic		0.0
Pf3D7_09_v3	270636	INDEL	-4	0.027			0			2	1.0	0.516	0	0	0	0	0	intergenic		0.0
Pf3D7_09_v3	271027	SNP	1	0			0			2	1.0	0.516	0	0	0	1	1	coding	missense_variant	0.0
Pf3D7_09_v3	271470	INDEL	-10	0.027		TArep	1			2	1.0	0.516	1	0	1	0	0	intergenic		0.0
Pf3D7_09_v3	271530	SNP	1	0			1			2	1.0	0.516	0	0	0	1	1	intergenic		0.0
Pf3D7_09_v3	272203	SNP	1	0			0			2	1.0	0.516	0	0	0	0	0	coding	missense_variant	0.0
Pf3D7_09_v3	272575	SNP	1	0			0			2	1.0	0.516	0	0	0	1	1	coding	synonymous_variant	0.0
Pf3D7_09_v3	274087	INDEL	-18	0.027	polyA	TArich	1	17	2.18	5	1.0	0.516	0	0	0	1	1	intergenic		0.0
Pf3D7_09_v3	274243	SNP	1	0			1			2	1.0	0.516	0	0	0	0	0	intergenic		0.0
Pf3D7_09_v3	274582	INDEL	5	0.14		TArich	1			2	1.0	0.516	0	0	0	0	0	intergenic		0.0
Pf3D7_09_v3	274626	INDEL	-6	0.027	STR	TArep	1	10	2.0	2	1.0	0.516	0	0	0	0	0	intergenic		0.0
Pf3D7_09_v3	274855	INDEL	-2	0.027		TArep	1			2	1.0	0.516	0	0	0	0	0	intergenic		0.0
Pf3D7_09_v3	275387	INDEL	-5	0.027			1			2	1.0	0.516	0	0	0	0	0	intergenic		0.0
Pf3D7_09_v3	275649	INDEL	-23	0.027	STR	TArep	1	2	7.5	2	1.0	0.516	0	0	0	0	0	intergenic		0.0
Pf3D7_09_v3	277394	INDEL	-7	0.027	STR	TArep	1	2	22.0	2	1.0	0.516	0	0	0	0	0	intergenic		0.0
Pf3D7_09_v3	277405	SNP	1	0	STR		1	2	22.0	2	1.0	0.516	0	0	0	0	0	intergenic		0.0
Pf3D7_09_v3	277411	SNP	1	0	STR		1	2	22.0	2	1.0	0.516	0	0	0	0	0	intergenic		0.0
Pf3D7_09_v3	277416	INDEL	-1	0.027	STR	polyA	1	2	22.0	2	1.0	0.516	0	0	0	0	0	intergenic		0.0
Pf3D7_09_v3	277426	SNP	1	0	STR		1	6	3.17	2	1.0	0.516	0	0	0	0	0	intergenic		0.0
Pf3D7_09_v3	277428	SNP	1	0	STR		1	6	3.17	2	1.0	0.516	0	0	0	0	0	intergenic		0.0
Pf3D7_09_v3	277430	SNP	1	0	STR		1	6	3.17	2	1.0	0.516	0	0	0	0	0	intergenic		0.0
Pf3D7_09_v3	278302	INDEL	-6	0.027		TArep	1			2	1.0	0.516	0	0	0	0	0	intergenic		0.0
Pf3D7_09_v3	279412	INDEL	8	0.214		TArich	1			2	1.0	0.516	0	0	0	1	1	intergenic		0.0
Pf3D7_09_v3	280036	INDEL	1	0.051		polyA	1			2	1.0	0.516	0	0	0	0	0	intergenic		0.0
Pf3D7_09_v3	280092	SNP	1	0			1			2	1.0	0.516	0	0	0	1	1	intergenic		0.0
Pf3D7_09_v3	280745	SNP	1	0			0			2	1.0	0.516	0	0	0	1	1	coding	missense_variant	0.0
Pf3D7_09_v3	283452	SNP	1	0	STR		1	15	2.27	2	1.0	0.516	0	0	0	1	1	intergenic		0.0
Pf3D7_09_v3	283457	SNP	1	0	STR		1	15	2.27	2	1.0	0.516	0	0	0	1	1	intergenic		0.0
Pf3D7_09_v3	283467	SNP	1	0	STR		1	5	3.8	2	1.0	0.516	0	0	0	1	1	intergenic		0.0
Pf3D7_09_v3	283477	INDEL	-25	0.027	STR		1	15	2.27	2	1.0	0.516	0	0	0	1	1	intergenic		0.0
Pf3D7_09_v3	283572	SNP	1	0	STR		1	2	16.0	2	1.0	0.516	0	0	0	1	1	intergenic		0.0
Pf3D7_09_v3	283574	INDEL	-10	0.027	STR	TArich	1	2	16.0	2	1.0	0.516	0	0	0	1	1	intergenic		0.0
Pf3D7_09_v3	283642	SNP	1	0			1			2	1.0	0.516	0	0	0	0	0	coding	missense_variant	0.0
Pf3D7_09_v3	283648	SNP	1	0			1			2	1.0	0.516	0	0	0	0	0	coding	missense_variant	0.0
Pf3D7_09_v3	283868	SNP	1	0			0			2	1.0	0.516	0	0	0	0	0	coding	synonymous_variant	0.0
Pf3D7_09_v3	284111	INDEL	-16	0.027		TArep	1			2	1.0	0.516	0	0	0	0	0	intergenic		0.0
Pf3D7_09_v3	284926	INDEL	2	0.075	STR	TArep	1	4	3.75	2	1.0	0.516	0	0	0	0	0	coding	intragenic_variant	0.0
Pf3D7_09_v3	286842	SNP	1	0			0			2	1.0	0.516	0	0	0	1	1	intergenic		0.0
Pf3D7_09_v3	286929	INDEL	-8	0.027		TArep	1			2	1.0	0.516	0	0	0	1	1	intergenic		0.0
Pf3D7_09_v3	287078	INDEL	1	0.051		polyA	1			2	1.0	0.516	0	0	0	0	0	intergenic		0.0
Pf3D7_09_v3	287404	SNP	1	0			1			2	1.0	0.516	0	0	0	0	0	intergenic		0.0
Pf3D7_09_v3	287418	SNP	1	0	STR		1	2	6.5	2	1.0	0.516	0	0	0	0	0	intergenic		0.0
Pf3D7_09_v3	287801	INDEL	4	0.128		TArep	1			2	1.0	0.516	0	0	0	0	0	intergenic		0.0
Pf3D7_09_v3	287921	INDEL	-5	0.027		TArep	1			2	1.0	0.516	0	0	0	1	1	intergenic		0.0
Pf3D7_09_v3	287981	SNP	1	0			1			2	1.0	0.516	0	0	0	0	0	intergenic		0.0
Pf3D7_09_v3	288136	SNP	1	0			1			2	1.0	0.516	0	0	0	0	0	intergenic		0.0
Pf3D7_09_v3	288207	INDEL	-6	0.027		TArep	1			2	1.0	0.516	1	0	1	0	0	intergenic		0.0
Pf3D7_09_v3	288538	SNP	1	0			0			2	1.0	0.516	0	0	0	0	0	intergenic		0.0
Pf3D7_09_v3	288556	SNP	1	0			0			2	1.0	0.516	0	0	0	0	0	intergenic		0.0
Pf3D7_09_v3	288568	SNP	1	0			0			2	1.0	0.516	0	0	0	0	0	intergenic		0.0
Pf3D7_09_v3	288891	SNP	1	0			1			2	1.0	0.516	0	0	0	1	1	intergenic		0.0
Pf3D7_09_v3	289135	SNP	1	0			0			2	1.0	0.516	0	0	0	0	0	coding	missense_variant	0.0
Pf3D7_09_v3	289180	SNP	1	0			0			2	1.0	0.516	0	0	0	0	0	coding	missense_variant	0.0
Pf3D7_09_v3	289448	INDEL	-6	0.027		TArich	1			2	1.0	0.516	0	0	0	0	0	coding	disruptive_inframe_deletion	0.0
Pf3D7_09_v3	289793	SNP	1	0			1			2	1.0	0.516	0	0	0	0	0	coding	synonymous_variant	0.0
Pf3D7_09_v3	289877	SNP	1	0			1			2	1.0	0.516	0	0	0	0	0	coding	synonymous_variant	0.0
Pf3D7_09_v3	290285	SNP	1	0			0			2	1.0	0.516	0	0	0	1	1	coding	synonymous_variant	0.0
Pf3D7_09_v3	290324	SNP	1	0			0			2	1.0	0.516	0	0	0	1	1	coding	synonymous_variant	0.0
Pf3D7_09_v3	290480	INDEL	-12	0.027		TArich	1			2	1.0	0.516	0	0	0	1	1	coding	inframe_deletion	0.0
Pf3D7_09_v3	290507	SNP	1	0			0			2	1.0	0.516	0	0	0	1	1	coding	missense_variant	0.0
Pf3D7_09_v3	290553	SNP	1	0			0			2	1.0	0.516	0	0	0	1	1	coding	missense_variant	0.0
Pf3D7_09_v3	290875	SNP	1	0			1			2	1.0	0.516	0	0	0	0	0	coding	missense_variant	0.0
Pf3D7_09_v3	291217	INDEL	-3	0.027		TArich	1			2	1.0	0.516	0	0	0	1	1	coding	disruptive_inframe_deletion	0.0
Pf3D7_09_v3	291863	INDEL	15	0.381	STR		1	21	2.1	2	1.0	0.516	0	0	0	1	1	coding	disruptive_inframe_insertion	0.0
Pf3D7_09_v3	291875	SNP	1	0	STR		1	21	2.1	2	1.0	0.516	0	0	0	1	1	coding	synonymous_variant	0.0
Pf3D7_09_v3	293738	SNP	1	0	STR		1	12	4.0	2	1.0	0.516	0	0	0	1	1	coding	synonymous_variant	0.0
Pf3D7_09_v3	293743	SNP	1	0	STR		1	12	4.0	2	1.0	0.516	0	0	0	1	1	coding	missense_variant	0.0
Pf3D7_09_v3	293746	SNP	1	0	STR		1	12	4.0	2	1.0	0.516	0	0	0	1	1	coding	missense_variant	0.0
Pf3D7_09_v3	293758	SNP	1	0			1			2	1.0	0.516	0	0	0	1	1	coding	missense_variant	0.0
Pf3D7_09_v3	293759	SNP	1	0			1			2	1.0	0.516	0	0	0	1	1	coding	synonymous_variant	0.0
Pf3D7_09_v3	293765	SNP	1	0			1			2	1.0	0.516	0	0	0	1	1	coding	synonymous_variant	0.0
Pf3D7_09_v3	293770	SNP	1	0			1			2	1.0	0.516	0	0	0	1	1	coding	missense_variant	0.0
