chr	pos	vartype	varlen	vcomplex	STRtype	INDtype	DUST	STRP	STRE	alleles	call_rate	nuc_div	Cl1Incons	Cl2Incons	Cl3Incons	coding	consequence	DD2FDKMAF
Pf3D7_09_v3	680085	INDEL	-18	0.075		TArep	0			3	1.0	-1.0	1	0	0	intergenic		-1
Pf3D7_09_v3	682871	INDEL	-2	0.075		TArep	0			3	1.0	-1.0	1	0	0	intergenic		-1
Pf3D7_09_v3	712529	SNP	1	0			0			2	1.0	-1.0	1	0	0	intergenic		-1
Pf3D7_09_v3	740436	SNP	1	0			0			2	0.778	-1.0	1	0	0	intergenic		-1
Pf3D7_09_v3	750826	INDEL	8	0.463		TArep	0			3	0.944	-1.0	1	0	0	intergenic		-1
Pf3D7_09_v3	752126	SNP	1	0			0			2	0.833	-1.0	1	0	0	intergenic		-1
Pf3D7_09_v3	752128	SNP	1	0	STR		0	4	4.5	2	0.833	-1.0	1	0	0	intergenic		-1
Pf3D7_09_v3	752130	INDEL	2	0.077	STR	polyA	0	4	4.5	3	1.0	-1.0	1	0	0	intergenic		-1
Pf3D7_09_v3	769338	SNP	1	0			0			2	0.611	-1.0	1	0	0	intergenic		-1
Pf3D7_09_v3	769340	SNP	1	0			0			2	0.611	-1.0	1	0	0	intergenic		-1
Pf3D7_09_v3	769346	SNP	1	0			0			2	0.778	-1.0	1	0	0	intergenic		-1
Pf3D7_09_v3	769347	SNP	1	0			0			2	0.778	-1.0	1	0	0	intergenic		-1
Pf3D7_09_v3	769351	SNP	1	0			0			2	0.778	-1.0	1	0	0	intergenic		-1
Pf3D7_09_v3	769354	SNP	1	0			0			2	0.778	-1.0	1	0	0	intergenic		-1
Pf3D7_09_v3	769373	SNP	1	0			0			2	0.833	-1.0	1	0	0	intergenic		-1
Pf3D7_09_v3	769375	SNP	1	0			0			2	0.833	-1.0	1	0	0	intergenic		-1
Pf3D7_09_v3	769379	SNP	1	0			0			2	0.833	-1.0	1	0	0	intergenic		-1
Pf3D7_09_v3	809074	INDEL	-4	0.027		TArep	0			2	0.944	-1.0	1	0	0	intergenic		-1
Pf3D7_09_v3	831484	INDEL	4	0.122		TArep	0			3	1.0	-1.0	1	0	0	intergenic		-1
Pf3D7_09_v3	833263	INDEL	20	0.467	STR	TArep	0	4	4.0	2	0.889	-1.0	1	0	0	intergenic		-1
Pf3D7_09_v3	833265	SNP	1	0	STR		0	4	4.0	2	0.889	-1.0	1	0	0	intergenic		-1
Pf3D7_09_v3	841264	INDEL	22	0.548		TArep	0			2	1.0	-1.0	0	1	0	intergenic		-1
Pf3D7_09_v3	847922	SNP	1	0			0			2	0.889	-1.0	0	1	0	intergenic		-1
Pf3D7_09_v3	847926	SNP	1	0			0			2	0.889	-1.0	0	1	0	intergenic		-1
Pf3D7_09_v3	847928	SNP	1	0			0			2	0.889	-1.0	0	1	0	intergenic		-1
Pf3D7_09_v3	847933	SNP	1	0			0			2	0.889	-1.0	0	1	0	intergenic		-1
Pf3D7_09_v3	847935	SNP	1	0			0			2	0.889	-1.0	0	1	0	intergenic		-1
Pf3D7_09_v3	847941	SNP	1	0			0			2	0.889	-1.0	0	1	0	intergenic		-1
Pf3D7_09_v3	847946	SNP	1	0			0			2	0.889	-1.0	0	1	0	intergenic		-1
Pf3D7_09_v3	847949	SNP	1	0			0			2	0.889	-1.0	0	1	0	intergenic		-1
Pf3D7_09_v3	847950	SNP	1	0			0			2	0.889	-1.0	0	1	0	intergenic		-1
Pf3D7_09_v3	847958	SNP	1	0			0			2	0.889	-1.0	0	1	0	intergenic		-1
Pf3D7_09_v3	847973	SNP	1	0			0			2	0.889	-1.0	0	1	0	intergenic		-1
Pf3D7_09_v3	848003	SNP	1	0			0			2	0.889	-1.0	0	1	0	intergenic		-1
Pf3D7_09_v3	848005	SNP	1	0			0			2	0.889	-1.0	0	1	0	intergenic		-1
Pf3D7_09_v3	860257	INDEL	6	0.375	polyA	TArep	0	1	10.0	4	0.944	-1.0	1	0	0	intergenic		-1
Pf3D7_09_v3	904832	SNP	1	0	STR		0	5	3.2	2	0.722	-1.0	0	0	1	intergenic		-1
Pf3D7_09_v3	904837	SNP	1	0	STR		0	7	2.57	2	0.722	-1.0	0	0	1	intergenic		-1
Pf3D7_09_v3	904838	SNP	1	0	STR		0	7	2.57	2	0.722	-1.0	0	0	1	intergenic		-1
Pf3D7_09_v3	905045	SNP	1	0	STR		0	2	14.0	2	0.889	-1.0	0	0	1	intergenic		-1
Pf3D7_09_v3	905332	INDEL	5	0.154		TArep	0			2	0.889	-1.0	1	0	0	intergenic		-1
Pf3D7_09_v3	905334	SNP	1	0			0			2	0.833	-1.0	1	0	0	intergenic		-1
Pf3D7_09_v3	905338	SNP	1	0			0			2	0.833	-1.0	1	0	0	intergenic		-1
Pf3D7_09_v3	915571	INDEL	-3	0.027	STR	TArich	0	2	18.0	2	0.778	-1.0	1	0	0	intergenic		-1
Pf3D7_09_v3	916687	SNP	1	0	STR		0	2	15.5	2	0.944	-1.0	0	0	1	intergenic		-1
Pf3D7_09_v3	936076	SNP	1	0			0			2	0.944	-1.0	1	0	0	intergenic		-1
Pf3D7_09_v3	954465	SNP	1	0	STR		0	6	5.83	2	0.944	-1.0	1	0	0	intergenic		-1
Pf3D7_09_v3	972112	INDEL	-9	0.027	STR		0	5	7.0	2	0.833	-1.0	0	1	0	intergenic		-1
Pf3D7_09_v3	976416	INDEL	-1	0.027	STR	polyA	0	2	21.0	2	0.722	-1.0	0	0	1	intergenic		-1
Pf3D7_09_v3	981062	INDEL	2	0.22		TArep	0			3	1.0	-1.0	0	0	1	intergenic		-1
Pf3D7_09_v3	993143	SNP	1	0			0			2	0.5	-1.0	0	1	0	intergenic		-1
Pf3D7_09_v3	1005922	SNP	1	0	STR		0	2	27.5	2	0.722	-1.0	0	1	0	intergenic		-1
Pf3D7_09_v3	1005926	SNP	1	0	STR		0	2	27.5	2	0.722	-1.0	0	1	0	intergenic		-1
Pf3D7_09_v3	1005930	SNP	1	0	STR		0	2	27.5	2	0.722	-1.0	0	1	0	intergenic		-1
Pf3D7_09_v3	1005934	SNP	1	0	STR		0	2	27.5	2	0.722	-1.0	0	1	0	intergenic		-1
Pf3D7_09_v3	1006577	SNP	1	0			0			2	1.0	-1.0	1	0	0	intergenic		-1
Pf3D7_09_v3	1022630	SNP	1	0	STR		0	2	16.0	2	1.0	-1.0	0	1	0	intergenic		-1
Pf3D7_09_v3	1022632	SNP	1	0	STR		0	2	16.0	2	1.0	-1.0	0	1	0	intergenic		-1
Pf3D7_09_v3	1022634	SNP	1	0	STR		0	2	16.0	2	1.0	-1.0	0	1	0	intergenic		-1
Pf3D7_09_v3	1026719	INDEL	-170	0.027		TArep	0			2	0.889	-1.0	1	0	0	intergenic		-1
Pf3D7_09_v3	1026761	SNP	1	0			0			2	0.833	-1.0	1	0	0	intergenic		-1
Pf3D7_09_v3	1027022	INDEL	-1	0.027	STR	polyA	0	2	26.0	2	0.611	-1.0	1	0	0	intergenic		-1
Pf3D7_09_v3	1059108	INDEL	2	0.075		TArep	0			2	0.833	-1.0	0	1	0	intergenic		-1
Pf3D7_09_v3	1059452	SNP	1	0	STR		0	7	2.86	2	1.0	-1.0	0	1	0	intergenic		-1
Pf3D7_09_v3	1059896	INDEL	2	0.075		TArep	0			2	1.0	-1.0	0	1	0	intergenic		-1
Pf3D7_09_v3	1060724	INDEL	-81	0.027			0			2	0.611	-1.0	0	1	0	intergenic		-1
Pf3D7_09_v3	1062438	SNP	1	0			0			2	0.778	-1.0	0	1	0	intergenic		-1
Pf3D7_09_v3	1072520	SNP	1	0	STR		0	18	2.5	2	0.722	-1.0	0	1	0	intergenic		-1
Pf3D7_09_v3	1072522	SNP	1	0	STR		0	18	2.5	2	0.722	-1.0	0	1	0	intergenic		-1
Pf3D7_09_v3	1072524	SNP	1	0	STR		0	18	2.5	2	0.722	-1.0	0	1	0	intergenic		-1
Pf3D7_09_v3	1072526	SNP	1	0	STR		0	18	2.5	2	0.722	-1.0	0	1	0	intergenic		-1
Pf3D7_09_v3	1072528	SNP	1	0	STR		0	18	2.5	2	0.722	-1.0	0	1	0	intergenic		-1
Pf3D7_09_v3	1072530	SNP	1	0	STR		0	18	2.5	2	0.667	-1.0	0	1	0	intergenic		-1
Pf3D7_09_v3	1075679	SNP	1	0			0			2	1.0	-1.0	1	0	0	intergenic		-1
Pf3D7_09_v3	1105584	SNP	1	0			0			2	0.611	-1.0	0	1	0	intergenic		-1
Pf3D7_09_v3	1107235	INDEL	-8	0.027	TArep		0	2	5.5	2	1.0	-1.0	1	0	0	intergenic		-1
Pf3D7_09_v3	1122188	INDEL	1	0.051		polyA	0			2	1.0	-1.0	1	0	0	intergenic		-1
Pf3D7_09_v3	1126555	INDEL	-4	0.027	STR		0	24	3.96	2	1.0	-1.0	1	0	0	intergenic		-1
Pf3D7_09_v3	1138791	SNP	1	0			0			2	0.667	-1.0	1	0	0	intergenic		-1
Pf3D7_09_v3	1138792	SNP	1	0			0			2	0.611	-1.0	1	0	0	intergenic		-1
Pf3D7_09_v3	1138793	SNP	1	0			0			2	0.611	-1.0	1	0	0	intergenic		-1
Pf3D7_09_v3	1138794	SNP	1	0			0			2	0.611	-1.0	1	0	0	intergenic		-1
Pf3D7_09_v3	1138797	SNP	1	0			0			2	0.611	-1.0	1	0	0	intergenic		-1
Pf3D7_09_v3	1138798	SNP	1	0			0			2	0.611	-1.0	1	0	0	intergenic		-1
Pf3D7_09_v3	1149509	INDEL	2	0.077		TArep	0			2	1.0	-1.0	0	1	0	intergenic		-1
Pf3D7_09_v3	1159743	INDEL	-32	0.027	STR	TArich	0	2	18.0	2	1.0	-1.0	0	1	0	intergenic		-1
Pf3D7_09_v3	1167316	SNP	1	0	STR		0	2	15.0	2	0.611	-1.0	1	0	0	intergenic		-1
Pf3D7_09_v3	1167524	SNP	1	0	STR		0	2	21.5	2	0.722	-1.0	1	0	0	intergenic		-1
Pf3D7_09_v3	1167535	INDEL	-3	0.027	STR	TArich	0	2	21.5	2	0.778	-1.0	1	0	0	intergenic		-1
Pf3D7_09_v3	1179309	SNP	1	0			0			2	0.722	-1.0	1	0	0	intergenic		-1
Pf3D7_09_v3	1179311	SNP	1	0			0			2	0.722	-1.0	1	0	0	intergenic		-1
Pf3D7_09_v3	1179313	SNP	1	0			0			2	0.722	-1.0	1	0	0	intergenic		-1
Pf3D7_09_v3	1179317	SNP	1	0			0			2	0.722	-1.0	1	0	0	intergenic		-1
Pf3D7_09_v3	1179319	SNP	1	0			0			2	0.722	-1.0	1	0	0	intergenic		-1
Pf3D7_09_v3	1179320	SNP	1	0			0			2	0.722	-1.0	1	0	0	intergenic		-1
Pf3D7_09_v3	1179325	SNP	1	0			0			2	0.722	-1.0	1	0	0	intergenic		-1
Pf3D7_09_v3	1179453	SNP	1	0			0			2	1.0	-1.0	0	0	1	coding	synonymous_variant	-1
Pf3D7_09_v3	1197175	SNP	1	0	STR		0	24	2.12	2	0.889	-1.0	0	1	0	intergenic		-1
Pf3D7_09_v3	1197245	SNP	1	0			0			2	1.0	-1.0	1	0	0	intergenic		-1
Pf3D7_09_v3	1198809	SNP	1	0			0			2	0.889	-1.0	0	0	1	intergenic		-1
Pf3D7_09_v3	1198811	SNP	1	0			0			2	0.944	-1.0	0	0	1	intergenic		-1
Pf3D7_09_v3	1198813	SNP	1	0	STR		0	45	2.11	2	0.889	-1.0	0	0	1	intergenic		-1
Pf3D7_09_v3	1198815	SNP	1	0	STR		0	45	2.11	2	0.889	-1.0	0	0	1	intergenic		-1
Pf3D7_09_v3	1198816	SNP	1	0	STR		0	45	2.11	2	0.889	-1.0	0	0	1	intergenic		-1
Pf3D7_09_v3	1198817	SNP	1	0	STR		0	45	2.11	2	0.944	-1.0	0	0	1	intergenic		-1
Pf3D7_09_v3	1198819	SNP	1	0	STR		0	45	2.11	2	0.889	-1.0	0	0	1	intergenic		-1
Pf3D7_09_v3	1198822	SNP	1	0	STR		0	45	2.11	2	0.889	-1.0	0	0	1	intergenic		-1
Pf3D7_09_v3	1198832	SNP	1	0	STR		0	45	2.11	2	0.944	-1.0	0	0	1	intergenic		-1
Pf3D7_09_v3	1198847	SNP	1	0	STR		0	45	2.11	2	1.0	-1.0	0	0	1	intergenic		-1
Pf3D7_09_v3	1198892	SNP	1	0	STR		0	15	9.2	2	0.722	-1.0	0	0	1	intergenic		-1
Pf3D7_09_v3	1198907	SNP	1	0	STR		0	15	9.2	2	1.0	-1.0	0	0	1	intergenic		-1
Pf3D7_09_v3	1246716	INDEL	-5	0.027		TArep	0			4	1.0	-1.0	0	1	0	intergenic		-1
Pf3D7_09_v3	1257585	SNP	1	0			0			2	0.722	-1.0	1	0	0	intergenic		-1
Pf3D7_09_v3	1270616	INDEL	-38	0.027	STR	TArep	0	2	28.0	2	0.722	-1.0	0	0	1	intergenic		-1
Pf3D7_09_v3	1284345	INDEL	-4	0.027		TArich	0			2	0.722	-1.0	0	0	1	intergenic		-1
Pf3D7_09_v3	1287217	INDEL	-2	0.027	STR	TArep	0	6	2.5	2	1.0	-1.0	0	1	0	intergenic		-1
Pf3D7_09_v3	1294929	SNP	1	0	STR		0	2	16.0	2	0.944	-1.0	1	0	0	intergenic		-1
Pf3D7_09_v3	1297179	SNP	1	0			0			2	0.722	-1.0	1	0	0	intergenic		-1
Pf3D7_09_v3	1297180	SNP	1	0			0			2	0.722	-1.0	1	0	0	intergenic		-1
Pf3D7_09_v3	1308469	SNP	1	0	STR		0	5	4.2	2	0.556	-1.0	1	0	0	intergenic		-1
Pf3D7_09_v3	1308470	SNP	1	0	STR		0	5	4.2	2	0.556	-1.0	1	0	0	intergenic		-1
Pf3D7_09_v3	1316171	SNP	1	0	STR		0	16	3.44	2	1.0	-1.0	1	0	0	intergenic		-1
Pf3D7_09_v3	1316192	INDEL	-12	0.027	STR		0	28	3.39	2	0.833	-1.0	1	0	0	intergenic		-1
Pf3D7_09_v3	1319301	INDEL	6	0.175		TArep	0			2	0.278	-1.0	0	1	0	intergenic		-1
Pf3D7_09_v3	1335373	SNP	1	0	STR		0	2	20.5	2	1.0	-1.0	0	0	1	intergenic		-1
Pf3D7_09_v3	1335375	SNP	1	0	STR		0	2	20.5	2	1.0	-1.0	0	0	1	intergenic		-1
Pf3D7_09_v3	1335377	SNP	1	0	STR		0	2	20.5	2	1.0	-1.0	0	0	1	intergenic		-1
Pf3D7_09_v3	1335379	SNP	1	0	STR		0	2	20.5	2	1.0	-1.0	0	0	1	intergenic		-1
Pf3D7_09_v3	1335381	SNP	1	0	STR		0	2	20.5	2	1.0	-1.0	0	0	1	intergenic		-1
Pf3D7_09_v3	1335383	SNP	1	0	STR		0	2	20.5	2	1.0	-1.0	0	0	1	intergenic		-1
Pf3D7_09_v3	1335385	SNP	1	0	STR		0	2	20.5	2	1.0	-1.0	0	0	1	intergenic		-1
Pf3D7_09_v3	1335387	SNP	1	0	STR		0	2	20.5	2	1.0	-1.0	0	0	1	intergenic		-1
Pf3D7_09_v3	1342162	INDEL	2	0.077		TArep	0			2	1.0	-1.0	1	0	0	intergenic		-1
Pf3D7_09_v3	1350717	INDEL	-11	0.15	STR	TArich	0	2	18.0	3	0.722	-1.0	1	0	0	intergenic		-1
Pf3D7_09_v3	1355974	SNP	1	0	STR		0	12	15.33	2	0.667	-1.0	0	0	1	intergenic		-1
Pf3D7_09_v3	1355987	INDEL	-75	0.027	STR		0	12	15.33	2	0.611	-1.0	0	0	1	intergenic		-1
Pf3D7_09_v3	1356035	INDEL	-3	0.027	STR		0	12	15.33	2	0.667	-1.0	1	0	0	intergenic		-1
Pf3D7_09_v3	1376968	INDEL	11	0.279	STR	TArich	0	1	34.0	2	0.944	-1.0	1	0	0	intergenic		-1
Pf3D7_09_v3	1383588	INDEL	35	0.8		TArich	0			4	0.667	-1.0	1	0	0	intergenic		-1
Pf3D7_09_v3	1383591	SNP	1	0			0			2	0.667	-1.0	1	0	0	intergenic		-1
Pf3D7_09_v3	1386662	INDEL	1	0.051	STR	polyA	0	2	16.0	2	0.889	-1.0	1	0	0	intergenic		-1
Pf3D7_09_v3	1386693	SNP	1	0	STR		0	8	2.38	2	0.889	-1.0	1	0	0	intergenic		-1
Pf3D7_09_v3	1388852	INDEL	-335	0.027			0			2	0.833	-1.0	0	1	0	intergenic		-1
Pf3D7_09_v3	1389014	INDEL	-312	0.027			0			2	0.833	-1.0	1	0	0	intergenic		-1
Pf3D7_09_v3	1390687	INDEL	30	0.756		TArep	0			6	1.0	-1.0	1	0	0	intergenic		-1
Pf3D7_09_v3	1404948	SNP	1	0	STR		0	20	2.2	2	0.5	-1.0	1	0	0	intergenic		-1
Pf3D7_09_v3	1407037	INDEL	6	0.171		TArep	0			3	1.0	-1.0	0	1	0	intergenic		-1
Pf3D7_09_v3	1414751	SNP	1	0			0			2	0.944	-1.0	1	0	0	intergenic		-1
Pf3D7_09_v3	1422982	INDEL	10	0.25	STR	TArep	0	9	2.0	2	1.0	-1.0	0	0	1	intergenic		-1
Pf3D7_09_v3	1424315	INDEL	1	0.051		polyA	0			2	1.0	-1.0	1	0	0	intergenic		-1
Pf3D7_09_v3	1424486	INDEL	8	0.275		TArep	0			3	1.0	-1.0	1	0	0	intergenic		-1
Pf3D7_09_v3	1427076	SNP	1	0	STR		0	2	27.5	2	0.833	-1.0	0	0	1	intergenic		-1
Pf3D7_09_v3	1432273	INDEL	10	0.275		TArep	0			3	1.0	-1.0	1	0	0	intergenic		-1
Pf3D7_09_v3	1432275	INDEL	12	0.317		TArep	0			3	1.0	-1.0	1	0	0	intergenic		-1
Pf3D7_09_v3	1436061	INDEL	-20	0.171		TArep	0			4	1.0	-1.0	0	1	0	intergenic		-1
Pf3D7_09_v3	1447967	INDEL	11	0.25	STR		0	14	2.86	3	0.944	-1.0	0	0	1	intergenic		-1
Pf3D7_09_v3	1447970	SNP	1	0	STR		0	14	2.86	2	0.889	-1.0	0	0	1	intergenic		-1
Pf3D7_09_v3	1467426	SNP	1	0			0			2	1.0	-1.0	1	0	0	intergenic		-1
Pf3D7_09_v3	1522620	SNP	1	0			0			2	0.444	-1.0	0	0	1	intergenic		-1
Pf3D7_09_v3	1522639	SNP	1	0			0			2	0.444	-1.0	0	0	1	intergenic		-1
Pf3D7_09_v3	1527262	SNP	1	0			0			2	0.556	-1.0	1	0	0	intergenic		-1
Pf3D7_09_v3	1527264	SNP	1	0			0			2	0.556	-1.0	1	0	0	intergenic		-1
Pf3D7_10_v3	74190	SNP	1	0	STR		0	2	22.5	2	0.611	-1.0	0	1	0	intergenic		-1
Pf3D7_10_v3	74191	SNP	1	0	STR		0	2	22.5	2	0.611	-1.0	0	1	0	intergenic		-1
Pf3D7_10_v3	74195	SNP	1	0	STR		0	2	22.5	2	0.611	-1.0	0	1	0	intergenic		-1
Pf3D7_10_v3	74196	SNP	1	0	STR		0	2	22.5	2	0.611	-1.0	0	1	0	intergenic		-1
Pf3D7_10_v3	77930	INDEL	12	0.31		TArep	0			5	1.0	-1.0	1	0	0	intergenic		-1
Pf3D7_10_v3	79536	INDEL	8	0.275		TArep	0			4	1.0	-1.0	1	0	0	intergenic		-1
Pf3D7_10_v3	104296	SNP	1	0	STR		0	2	19.0	2	1.0	-1.0	0	1	0	intergenic		-1
Pf3D7_10_v3	132538	SNP	1	0	polyA		0	1	30.0	2	0.944	-1.0	0	1	0	intergenic		-1
Pf3D7_10_v3	147449	INDEL	-30	0.027	STR	TArep	0	6	5.17	2	1.0	-1.0	0	0	1	intergenic		-1
Pf3D7_10_v3	177151	INDEL	1	0.051		polyA	0			2	1.0	-1.0	1	0	0	intergenic		-1
Pf3D7_10_v3	214804	INDEL	-30	0.027		TArep	0			2	1.0	-1.0	0	0	1	intergenic		-1
Pf3D7_10_v3	215098	INDEL	2	0.077		TArep	0			2	1.0	-1.0	0	0	1	intergenic		-1
Pf3D7_10_v3	215885	SNP	1	0	STR		0	14	11.43	2	0.889	-1.0	0	1	0	intergenic		-1
Pf3D7_10_v3	215887	SNP	1	0	STR		0	14	11.43	2	0.889	-1.0	0	1	0	intergenic		-1
Pf3D7_10_v3	223582	INDEL	-6	0.027			0			2	0.778	-1.0	0	1	0	intergenic		-1
Pf3D7_10_v3	244765	SNP	1	0			0			2	1.0	-1.0	0	1	0	coding	missense_variant	-1
Pf3D7_10_v3	244768	SNP	1	0			0			2	1.0	-1.0	0	1	0	coding	missense_variant	-1
Pf3D7_10_v3	244770	SNP	1	0			0			2	1.0	-1.0	0	1	0	coding	missense_variant	-1
Pf3D7_10_v3	246792	INDEL	-5	0.027		TArich	0			2	1.0	-1.0	0	1	0	intergenic		-1
Pf3D7_10_v3	247331	INDEL	-1	0.027		polyA	0			2	0.944	-1.0	0	1	0	intergenic		-1
Pf3D7_10_v3	247362	INDEL	2	0.128	STR	TArep	0	4	3.75	3	1.0	-1.0	0	1	0	intergenic		-1
Pf3D7_10_v3	248408	INDEL	-9	0.027			0			2	1.0	-1.0	0	1	0	coding	disruptive_inframe_deletion	-1
Pf3D7_10_v3	248698	SNP	1	0	STR		0	15	2.33	2	1.0	-1.0	0	1	0	coding	synonymous_variant	-1
Pf3D7_10_v3	258532	INDEL	-24	0.027	STR		0	1	28.0	2	0.889	-1.0	1	0	0	intergenic		-1
Pf3D7_10_v3	258571	INDEL	-12	0.027			0			2	0.833	-1.0	1	0	0	intergenic		-1
Pf3D7_10_v3	259292	SNP	1	0	STR		0	4	7.75	2	0.667	-1.0	1	1	0	intergenic		-1
Pf3D7_10_v3	259296	SNP	1	0	STR		0	4	7.75	2	0.778	-1.0	1	1	0	intergenic		-1
Pf3D7_10_v3	260117	SNP	1	0	STR		0	2	10.5	2	0.556	-1.0	1	0	0	intergenic		-1
Pf3D7_10_v3	260121	SNP	1	0	STR		0	2	10.5	2	0.556	-1.0	1	0	0	intergenic		-1
Pf3D7_10_v3	261386	SNP	1	0			0			2	0.611	-1.0	0	1	0	intergenic		-1
Pf3D7_10_v3	261419	SNP	1	0			0			2	0.611	-1.0	1	0	0	intergenic		-1
Pf3D7_10_v3	261484	SNP	1	0			0			2	0.556	-1.0	1	0	0	intergenic		-1
Pf3D7_10_v3	261485	SNP	1	0			0			2	0.556	-1.0	1	0	0	intergenic		-1
Pf3D7_10_v3	261487	SNP	1	0			0			2	0.556	-1.0	1	0	0	intergenic		-1
Pf3D7_10_v3	261488	SNP	1	0			0			2	0.556	-1.0	1	0	0	intergenic		-1
Pf3D7_10_v3	261489	SNP	1	0			0			2	0.556	-1.0	1	0	0	intergenic		-1
Pf3D7_10_v3	261490	SNP	1	0			0			2	0.556	-1.0	1	0	0	intergenic		-1
Pf3D7_10_v3	261492	SNP	1	0			0			2	0.556	-1.0	1	0	0	intergenic		-1
Pf3D7_10_v3	261495	SNP	1	0			0			2	0.556	-1.0	1	0	0	intergenic		-1
Pf3D7_10_v3	261618	SNP	1	0	STR		0	2	24.5	2	0.556	-1.0	1	0	0	intergenic		-1
Pf3D7_10_v3	261622	SNP	1	0	STR		0	2	24.5	2	0.556	-1.0	1	0	0	intergenic		-1
Pf3D7_10_v3	261626	SNP	1	0	STR		0	2	24.5	2	0.556	-1.0	1	0	0	intergenic		-1
Pf3D7_10_v3	261630	SNP	1	0	STR		0	2	24.5	2	0.556	-1.0	1	0	0	intergenic		-1
Pf3D7_10_v3	273540	INDEL	-64	0.027	STR	TArep	0	2	19.0	2	0.611	-1.0	1	0	0	intergenic		-1
Pf3D7_10_v3	273605	SNP	1	0			0			2	0.5	-1.0	1	0	0	intergenic		-1
Pf3D7_10_v3	283370	SNP	1	0			0			2	0.778	-1.0	1	0	0	intergenic		-1
Pf3D7_10_v3	283371	SNP	1	0			0			2	0.778	-1.0	1	0	0	intergenic		-1
Pf3D7_10_v3	283672	INDEL	6	0.171	STR		0	2	11.0	2	0.778	-1.0	1	0	0	intergenic		-1
Pf3D7_10_v3	283809	INDEL	-1	0.027			0			2	0.667	-1.0	0	1	0	intergenic		-1
Pf3D7_10_v3	299795	INDEL	7	0.178			0			2	0.833	-1.0	0	0	1	intergenic		-1
Pf3D7_10_v3	306315	INDEL	-30	0.027			0			2	0.611	-1.0	0	0	1	intergenic		-1
Pf3D7_10_v3	308189	SNP	1	0			0			2	1.0	-1.0	0	1	0	intergenic		-1
Pf3D7_10_v3	308192	SNP	1	0			0			2	1.0	-1.0	0	1	0	intergenic		-1
Pf3D7_10_v3	308193	SNP	1	0			0			2	1.0	-1.0	0	1	0	intergenic		-1
Pf3D7_10_v3	308196	SNP	1	0			0			2	1.0	-1.0	0	1	0	intergenic		-1
Pf3D7_10_v3	308198	SNP	1	0			0			2	1.0	-1.0	0	1	0	intergenic		-1
Pf3D7_10_v3	308199	SNP	1	0			0			2	1.0	-1.0	0	1	0	intergenic		-1
Pf3D7_10_v3	308200	SNP	1	0			0			2	1.0	-1.0	0	1	0	intergenic		-1
Pf3D7_10_v3	308202	SNP	1	0			0			2	1.0	-1.0	0	1	0	intergenic		-1
Pf3D7_10_v3	308203	SNP	1	0			0			2	1.0	-1.0	0	1	0	intergenic		-1
Pf3D7_10_v3	308204	SNP	1	0			0			2	1.0	-1.0	0	1	0	intergenic		-1
Pf3D7_10_v3	308206	SNP	1	0			0			2	1.0	-1.0	0	1	0	intergenic		-1
Pf3D7_10_v3	308207	SNP	1	0			0			2	1.0	-1.0	0	1	0	intergenic		-1
Pf3D7_10_v3	308208	SNP	1	0			0			2	1.0	-1.0	0	1	0	intergenic		-1
Pf3D7_10_v3	311043	SNP	1	0			0			2	1.0	-1.0	1	0	0	intergenic		-1
Pf3D7_10_v3	311045	SNP	1	0			0			2	1.0	-1.0	1	0	0	intergenic		-1
Pf3D7_10_v3	311049	SNP	1	0			0			2	1.0	-1.0	1	0	0	intergenic		-1
Pf3D7_10_v3	311098	SNP	1	0			0			2	1.0	-1.0	1	0	0	intergenic		-1
Pf3D7_10_v3	316736	SNP	1	0			0			2	1.0	-1.0	1	0	0	coding	missense_variant	-1
Pf3D7_10_v3	319279	SNP	1	0	STR		0	2	12.5	2	0.5	-1.0	1	0	0	intergenic		-1
Pf3D7_10_v3	329331	SNP	1	0	STR		0	2	18.0	2	0.556	-1.0	1	0	0	intergenic		-1
Pf3D7_10_v3	329332	SNP	1	0	STR		0	2	18.0	2	0.556	-1.0	1	0	0	intergenic		-1
Pf3D7_10_v3	340291	INDEL	12	0.295	STR		0	3	10.0	3	1.0	-1.0	1	0	0	coding	disruptive_inframe_insertion	-1
Pf3D7_10_v3	347045	INDEL	-8	0.027	STR		0	1	37.0	2	0.944	-1.0	1	0	0	intergenic		-1
Pf3D7_10_v3	349597	INDEL	4	0.128	STR	TArep	0	9	2.0	2	0.556	-1.0	0	0	1	intergenic		-1
Pf3D7_10_v3	349599	SNP	1	0	STR		0	2	26.5	2	0.556	-1.0	0	1	0	intergenic		-1
Pf3D7_10_v3	362101	SNP	1	0	STR		0	16	2.19	2	0.944	-1.0	1	0	0	intergenic		-1
Pf3D7_10_v3	362105	SNP	1	0	STR		0	16	2.19	2	0.944	-1.0	1	0	0	intergenic		-1
Pf3D7_10_v3	363177	INDEL	6	0.175	STR	TArep	0	13	2.0	2	1.0	-1.0	1	0	0	intergenic		-1
Pf3D7_10_v3	370050	INDEL	64	1.477			0			5	1.0	-1.0	1	0	0	intergenic		-1
Pf3D7_10_v3	393282	INDEL	10	0.275	polyA	TArep	0	1	14.0	3	0.889	-1.0	1	0	0	intergenic		-1
Pf3D7_10_v3	411873	SNP	1	0	STR		0	2	15.0	2	0.778	-1.0	0	1	0	intergenic		-1
Pf3D7_10_v3	411875	SNP	1	0	STR		0	2	15.0	2	0.778	-1.0	0	1	0	intergenic		-1
